"YR_MO","CALL_DATE","AGENT_KEY","CALLS","HANDLE_TIME","CALL_REGEN","CALLS_WITH_OFFER","CALLS_WITH_ACCEPT","CALLS_OFFER_APPLIED","TRANSFERS"
201706,2017-06-30,12476,32,24637,6,30,26,18,2
201706,2017-06-30,12477,33,25009,7,29,20,13,2
201706,2017-06-30,12478,36,25163,5,36,27,18,3
201706,2017-06-30,12479,33,24581,7,31,24,15,2
201706,2017-06-30,12480,30,25932,6,27,18,14,2
201707,2017-07-01,12473,31,25354,7,31,23,14,2
201707,2017-07-01,12474,30,25339,7,27,20,14,2
201707,2017-07-01,12475,36,25648,6,32,21,17,3
201707,2017-07-01,12476,31,24893,7,29,20,14,2
201707,2017-07-01,12477,34,25854,8,31,26,17,2
201707,2017-07-01,12478,34,24462,7,31,22,13,2
201707,2017-07-01,12479,36,24865,9,32,25,16,2
201707,2017-07-01,12482,31,24385,7,27,16,11,3
201707,2017-07-01,12483,30,25377,7,26,19,11,3
201707,2017-07-01,12484,29,25892,8,25,17,9,3
201707,2017-07-01,12485,30,25780,9,29,23,16,4
201707,2017-07-01,12486,31,24844,8,29,21,11,4
201707,2017-07-01,12487,29,24782,9,25,16,9,3
201707,2017-07-01,12488,29,25927,8,25,17,10,3
201707,2017-07-01,12489,29,24832,7,28,20,12,3
201707,2017-07-02,12466,33,24550,4,32,26,22,1
201707,2017-07-02,12467,39,25341,4,35,26,19,2
201707,2017-07-02,12468,40,25426,4,36,27,24,2
201707,2017-07-02,12469,40,25506,5,39,32,28,2
201707,2017-07-02,12470,37,25644,4,35,30,24,1
201707,2017-07-02,12471,40,25280,5,39,31,23,1
201707,2017-07-02,12472,37,25660,4,36,32,26,1
201707,2017-07-03,12466,36,24078,4,33,24,20,2
201707,2017-07-03,12467,32,25159,4,32,27,22,1
201707,2017-07-03,12468,34,25191,5,33,30,24,1
201707,2017-07-03,12469,36,24151,5,32,28,23,1
201707,2017-07-03,12470,40,24214,4,40,35,27,2
201707,2017-07-03,12471,36,24200,7,33,29,22,2
201707,2017-07-03,12472,40,25686,6,38,31,23,1
201707,2017-07-03,12473,34,24025,7,31,26,19,2
201707,2017-07-03,12474,30,25649,6,27,20,13,2
201707,2017-07-03,12475,33,25829,7,28,20,15,2
201707,2017-07-03,12486,31,25266,7,28,20,12,3
201707,2017-07-03,12487,33,24735,9,31,24,17,3
201707,2017-07-03,12488,32,25418,6,27,17,9,4
201707,2017-07-03,12489,32,24669,7,28,19,11,4
201707,2017-07-04,12469,32,24186,6,29,25,22,1
201707,2017-07-04,12470,33,25746,5,30,22,20,1
201707,2017-07-04,12471,35,25921,7,33,27,21,2
201707,2017-07-04,12472,32,25477,5,30,25,21,1
201707,2017-07-04,12473,32,24676,8,30,20,16,2
201707,2017-07-04,12474,30,25815,7,26,17,11,2
201707,2017-07-04,12475,33,25884,8,33,23,17,2
201707,2017-07-04,12486,31,25165,9,27,19,13,4
201707,2017-07-04,12487,28,25419,8,24,15,8,3
201707,2017-07-04,12488,30,25849,7,27,20,14,4
201707,2017-07-04,12489,29,24674,6,27,20,13,3
201707,2017-07-05,12473,32,25196,5,32,25,19,2
201707,2017-07-05,12474,31,24278,7,27,18,13,2
201707,2017-07-05,12475,30,25068,7,26,21,16,2
201707,2017-07-05,12476,33,25995,5,31,26,17,2
201707,2017-07-05,12477,33,25754,6,31,20,13,2
201707,2017-07-05,12478,31,25854,7,28,23,18,2
201707,2017-07-05,12479,34,24856,7,31,26,16,2
201707,2017-07-05,12480,30,24447,5,26,18,11,2
201707,2017-07-05,12482,29,25071,9,25,18,9,4
201707,2017-07-05,12483,32,25795,8,30,19,12,3
201707,2017-07-05,12484,32,25907,8,30,18,13,4
201707,2017-07-05,12485,29,24760,6,26,18,11,3
201707,2017-07-05,12486,29,25908,6,26,18,10,3
201707,2017-07-05,12487,32,25953,8,28,18,12,4
201707,2017-07-05,12488,32,24611,9,29,21,14,4
201707,2017-07-05,12489,33,25835,9,28,18,10,4
201707,2017-07-06,12465,35,24025,4,33,25,21,1
201707,2017-07-06,12466,33,25485,6,32,24,18,2
201707,2017-07-06,12467,32,24431,4,30,26,20,1
201707,2017-07-06,12468,36,24052,5,36,26,18,1
201707,2017-07-06,12469,39,25252,7,39,30,25,2
201707,2017-07-06,12470,32,25330,6,29,21,16,1
201707,2017-07-06,12471,38,25141,7,37,31,25,2
201707,2017-07-06,12472,35,25586,4,34,27,24,1
201707,2017-07-06,12482,28,24491,7,24,18,10,3
201707,2017-07-06,12483,29,25460,6,28,19,11,4
201707,2017-07-06,12484,33,25894,9,29,22,16,4
201707,2017-07-06,12485,28,24786,7,25,19,10,4
201707,2017-07-06,12486,33,25938,7,29,20,13,4
201707,2017-07-06,12487,28,24024,6,26,16,12,3
201707,2017-07-06,12488,32,25079,8,28,20,15,4
201707,2017-07-06,12489,28,25167,8,24,14,9,3
201707,2017-07-07,12465,39,24484,5,39,34,24,1
201707,2017-07-07,12466,34,24992,5,31,22,19,1
201707,2017-07-07,12467,32,24123,5,31,22,17,1
201707,2017-07-07,12468,33,24521,6,32,28,24,2
201707,2017-07-07,12469,37,25849,5,36,27,22,1
201707,2017-07-07,12470,37,25522,4,34,24,19,1
201707,2017-07-07,12471,39,25161,8,38,29,21,2
201707,2017-07-07,12473,35,25778,8,33,25,15,2
201707,2017-07-07,12474,34,24114,7,32,27,16,2
201707,2017-07-07,12475,32,24103,6,27,21,16,2
201707,2017-07-07,12476,30,25959,5,28,24,15,2
201707,2017-07-07,12477,32,24680,7,28,19,15,2
201707,2017-07-07,12478,33,24218,7,33,23,16,2
201707,2017-07-08,12473,35,24589,8,34,27,18,2
201707,2017-07-08,12474,34,24946,8,31,23,17,2
201707,2017-07-08,12475,30,24794,5,30,25,19,2
201707,2017-07-08,12476,30,24459,6,27,20,14,2
201707,2017-07-08,12477,30,25002,6,27,20,16,2
201707,2017-07-08,12478,34,24512,7,32,22,14,2
201707,2017-07-08,12482,31,24121,9,29,18,12,3
201707,2017-07-08,12483,29,25970,8,27,21,14,3
201707,2017-07-08,12484,32,25123,9,28,18,13,4
201707,2017-07-08,12485,32,25176,10,28,18,11,3
201707,2017-07-08,12486,28,24264,8,24,15,11,3
201707,2017-07-08,12487,28,25702,6,24,16,10,3
201707,2017-07-08,12488,30,25831,7,26,21,12,3
201707,2017-07-08,12489,30,25850,9,27,21,14,4
201707,2017-07-09,12465,38,24179,8,37,32,22,2
201707,2017-07-09,12466,34,25978,6,33,24,21,1
201707,2017-07-09,12467,34,25520,4,31,22,17,2
201707,2017-07-09,12468,32,24714,4,32,25,20,1
201707,2017-07-09,12469,32,24436,4,32,23,18,1
201707,2017-07-09,12470,32,24888,4,32,26,22,2
201707,2017-07-09,12471,33,24349,6,32,26,20,1
201707,2017-07-09,12472,34,24037,4,32,22,19,1
201707,2017-07-10,12465,39,24270,8,38,33,25,1
201707,2017-07-10,12466,40,25955,6,37,28,25,1
201707,2017-07-10,12467,36,25795,6,36,32,23,1
201707,2017-07-10,12468,33,25803,7,30,24,17,2
201707,2017-07-10,12469,39,24190,5,39,31,28,2
201707,2017-07-10,12470,40,25068,6,39,29,23,2
201707,2017-07-10,12471,40,24778,5,36,25,20,2
201707,2017-07-10,12472,36,25259,7,34,29,22,1
201707,2017-07-10,12473,36,25067,5,32,21,13,3
201707,2017-07-10,12474,34,25068,5,30,23,17,2
201707,2017-07-10,12475,31,25352,5,26,17,11,2
201707,2017-07-10,12476,31,25779,6,30,20,15,2
201707,2017-07-10,12477,31,25629,7,30,24,17,2
201707,2017-07-10,12478,36,25632,7,32,22,17,2
201707,2017-07-10,12482,32,24969,9,29,18,12,4
201707,2017-07-10,12483,31,25104,7,29,22,12,3
201707,2017-07-10,12484,30,25161,7,27,18,9,4
201707,2017-07-10,12485,29,24850,6,28,20,11,3
201707,2017-07-10,12486,29,25938,9,25,17,9,3
201707,2017-07-10,12487,29,25994,9,27,22,14,3
201707,2017-07-10,12488,32,25505,9,30,23,14,4
201707,2017-07-10,12489,29,24786,8,25,20,14,3
201707,2017-07-11,12465,34,24323,3,31,26,23,1
201707,2017-07-11,12466,38,25169,7,38,31,24,1
201707,2017-07-11,12467,39,24836,7,39,28,24,2
201707,2017-07-11,12468,36,25443,5,36,32,28,2
201707,2017-07-11,12469,36,25157,6,33,25,19,2
201707,2017-07-11,12470,35,24629,5,34,27,21,1
201707,2017-07-11,12471,39,24950,6,39,33,29,1
201707,2017-07-11,12472,38,25879,6,37,30,22,2
201707,2017-07-11,12473,32,24355,6,32,26,19,2
201707,2017-07-11,12474,32,25466,7,31,26,16,2
201707,2017-07-11,12475,34,25081,7,34,27,22,2
201707,2017-07-11,12476,31,24712,7,28,21,13,2
201707,2017-07-11,12477,30,25274,7,28,21,14,2
201707,2017-07-11,12478,36,24088,9,33,24,16,2
201707,2017-07-11,12479,33,24906,6,29,23,18,2
201707,2017-07-11,12480,36,24919,8,31,26,16,3
201707,2017-07-11,12482,30,24875,6,29,22,12,3
201707,2017-07-11,12483,32,24471,6,30,18,13,3
201707,2017-07-11,12484,28,25375,8,26,18,9,3
201707,2017-07-11,12485,29,25849,6,26,18,13,3
201707,2017-07-11,12486,30,24034,7,27,19,14,4
201707,2017-07-11,12487,31,24806,8,29,23,13,3
201707,2017-07-11,12488,28,24607,8,26,18,13,3
201707,2017-07-11,12489,28,24145,6,26,21,11,3
201707,2017-07-12,12473,33,25690,7,28,21,14,2
201707,2017-07-12,12474,32,24399,6,30,20,13,2
201707,2017-07-12,12475,36,24538,6,35,26,18,3
201707,2017-07-12,12476,34,25130,5,32,22,17,2
201707,2017-07-12,12477,33,25316,8,32,27,19,2
201707,2017-07-12,12478,35,25423,9,34,24,18,2
201707,2017-07-12,12479,31,24699,6,28,20,14,2
201707,2017-07-12,12480,33,25820,7,32,22,13,2
201707,2017-07-12,12482,29,25807,9,26,20,13,4
201707,2017-07-12,12483,32,25767,7,27,20,13,3
201707,2017-07-12,12484,32,25682,6,29,23,15,3
201707,2017-07-12,12485,32,24869,8,29,21,13,3
201707,2017-07-12,12486,33,24510,7,30,19,11,3
201707,2017-07-12,12487,29,25609,9,28,18,13,3
201707,2017-07-12,12488,32,25740,6,29,18,13,3
201707,2017-07-12,12489,28,24938,8,25,17,11,3
201707,2017-07-13,12465,32,24437,4,32,24,18,1
201707,2017-07-13,12466,37,25788,4,35,30,24,1
201707,2017-07-13,12467,34,24780,5,31,28,23,1
201707,2017-07-13,12468,40,24796,6,38,27,22,2
201707,2017-07-13,12469,34,24595,7,32,24,17,1
201707,2017-07-13,12470,39,24122,7,37,31,26,1
201707,2017-07-13,12471,38,25843,7,35,30,24,1
201707,2017-07-13,12483,29,25341,8,26,20,11,3
201707,2017-07-13,12484,32,24049,7,27,21,11,3
201707,2017-07-13,12485,33,24347,10,30,23,14,3
201707,2017-07-13,12486,31,24901,8,27,19,14,3
201707,2017-07-13,12487,33,24843,9,29,20,11,4
201707,2017-07-13,12488,30,25255,8,26,19,12,3
201707,2017-07-13,12489,31,24796,7,28,22,15,4
201707,2017-07-14,12465,39,24858,8,36,31,23,2
201707,2017-07-14,12466,38,25504,4,36,28,24,2
201707,2017-07-14,12467,37,24300,7,36,30,24,1
201707,2017-07-14,12468,35,25765,6,33,27,22,1
201707,2017-07-14,12469,38,25668,5,35,30,27,1
201707,2017-07-14,12470,32,24291,4,32,25,20,1
201707,2017-07-14,12471,38,24771,6,38,30,21,2
201707,2017-07-14,12473,36,24336,9,36,27,17,3
201707,2017-07-14,12474,32,25038,8,30,24,15,2
201707,2017-07-14,12475,35,25725,6,32,22,15,2
201707,2017-07-14,12476,33,25719,8,33,25,18,2
201707,2017-07-14,12477,32,25758,5,30,20,15,2
201707,2017-07-14,12478,35,24265,7,30,23,16,2
201707,2017-07-14,12479,34,25779,7,32,23,17,2
201707,2017-07-14,12480,34,24565,6,33,22,16,2
201707,2017-07-15,12473,32,24200,6,30,23,18,2
201707,2017-07-15,12474,33,25356,8,32,25,16,2
201707,2017-07-15,12475,31,24078,6,29,20,15,2
201707,2017-07-15,12476,30,24024,7,30,22,13,2
201707,2017-07-15,12477,36,25598,6,31,26,20,2
201707,2017-07-15,12478,31,25706,8,28,23,16,2
201707,2017-07-15,12479,36,24459,7,33,23,14,3
201707,2017-07-15,12481,36,25333,9,35,27,19,2
201707,2017-07-15,12482,33,25859,7,31,22,14,3
201707,2017-07-15,12483,28,25988,8,26,16,11,3
201707,2017-07-15,12484,30,24283,9,26,20,10,3
201707,2017-07-15,12485,31,24601,9,28,21,11,4
201707,2017-07-15,12486,30,24588,8,26,18,13,3
201707,2017-07-15,12487,28,25128,8,25,20,13,3
201707,2017-07-15,12488,29,25998,6,26,20,11,4
201707,2017-07-15,12489,28,25499,7,25,20,12,3
201707,2017-07-15,12490,30,24753,8,27,20,14,3
201707,2017-07-16,12465,37,24426,6,35,31,22,2
201707,2017-07-16,12466,40,24265,6,36,26,21,1
201707,2017-07-16,12467,34,25005,4,33,29,24,2
201707,2017-07-16,12468,36,24598,5,36,27,21,2
201707,2017-07-16,12469,35,24607,5,33,27,22,2
201707,2017-07-16,12470,33,24948,4,30,24,19,1
201707,2017-07-16,12471,38,24672,5,35,29,21,1
201707,2017-07-16,12472,40,24888,6,40,30,26,2
201707,2017-07-17,12465,34,24398,4,34,25,22,2
201707,2017-07-17,12466,40,24689,5,39,31,24,1
201707,2017-07-17,12467,34,24250,5,34,27,21,1
201707,2017-07-17,12468,40,24914,4,40,32,23,2
201707,2017-07-17,12469,37,25364,4,37,31,27,1
201707,2017-07-17,12470,36,25968,6,35,25,22,2
201707,2017-07-17,12471,35,25052,5,32,23,18,1
201707,2017-07-17,12472,34,25465,5,31,26,18,1
201707,2017-07-17,12473,30,24929,8,30,20,15,2
201707,2017-07-17,12474,36,24493,6,34,22,17,3
201707,2017-07-17,12475,36,25588,6,33,24,18,2
201707,2017-07-17,12476,31,24226,6,30,25,19,2
201707,2017-07-17,12477,36,24046,6,31,25,17,3
201707,2017-07-17,12478,36,25508,7,31,23,17,2
201707,2017-07-17,12479,30,25830,7,29,20,16,2
201707,2017-07-17,12481,33,25635,7,31,23,18,2
201707,2017-07-17,12482,29,24652,7,25,16,8,4
201707,2017-07-17,12483,30,24393,6,27,21,14,4
201707,2017-07-17,12484,30,24905,7,28,18,13,3
201707,2017-07-17,12485,28,25644,7,25,15,10,3
201707,2017-07-17,12486,28,25772,6,25,20,12,3
201707,2017-07-17,12487,30,24088,7,29,19,13,3
201707,2017-07-17,12488,31,25253,9,28,18,13,4
201707,2017-07-17,12489,32,25874,6,30,24,17,4
201707,2017-07-17,12490,29,24992,6,25,15,8,4
201707,2017-07-18,12465,32,25860,5,30,24,22,1
201707,2017-07-18,12466,36,24752,6,35,25,19,2
201707,2017-07-18,12467,39,24826,4,39,35,28,1
201707,2017-07-18,12468,39,25412,6,38,31,28,2
201707,2017-07-18,12469,37,25754,4,34,28,24,1
201707,2017-07-18,12470,32,24143,3,29,24,18,1
201707,2017-07-18,12471,37,25336,4,34,26,21,1
201707,2017-07-18,12472,35,24994,4,35,25,20,1
201707,2017-07-18,12473,35,24261,8,35,23,14,2
201707,2017-07-18,12474,30,25758,6,27,20,15,2
201707,2017-07-18,12475,31,25899,8,30,20,13,2
201707,2017-07-18,12476,32,25142,5,32,26,19,2
201707,2017-07-18,12477,33,24857,5,31,24,18,2
201707,2017-07-18,12478,35,25264,9,35,24,17,2
201707,2017-07-18,12479,32,25657,5,32,25,19,2
201707,2017-07-18,12481,30,24217,5,29,19,14,2
201707,2017-07-18,12482,28,24145,8,26,17,11,3
201707,2017-07-18,12483,32,25920,7,28,18,12,4
201707,2017-07-18,12484,32,25849,9,28,22,13,3
201707,2017-07-18,12485,31,24196,7,26,16,9,3
201707,2017-07-18,12486,30,24291,7,27,18,9,4
201707,2017-07-18,12487,31,25101,9,28,21,11,3
201707,2017-07-18,12488,33,25429,10,29,20,12,4
201707,2017-07-18,12489,32,24123,9,28,20,13,3
201707,2017-07-18,12490,31,25080,9,28,18,12,3
201707,2017-07-19,12473,35,24420,7,33,24,16,2
201707,2017-07-19,12474,31,25173,7,28,21,14,2
201707,2017-07-19,12475,32,24381,5,28,22,16,2
201707,2017-07-19,12476,35,25420,7,32,21,16,2
201707,2017-07-19,12477,32,24219,7,28,21,14,2
201707,2017-07-19,12478,33,24967,8,29,21,14,2
201707,2017-07-19,12479,36,24114,6,31,24,17,2
201707,2017-07-19,12481,36,25173,5,36,24,17,3
201707,2017-07-19,12482,33,24311,7,30,18,12,4
201707,2017-07-19,12483,33,25658,7,30,19,12,4
201707,2017-07-19,12484,29,25054,6,26,16,8,3
201707,2017-07-19,12485,32,25403,8,30,20,11,3
201707,2017-07-19,12486,33,24251,7,31,21,14,3
201707,2017-07-19,12487,30,24553,7,28,19,12,3
201707,2017-07-19,12488,33,25904,8,31,23,12,3
201707,2017-07-19,12489,33,24481,8,31,21,15,4
201707,2017-07-19,12490,29,24513,8,25,17,9,4
201707,2017-07-20,12465,33,25283,6,30,26,18,1
201707,2017-07-20,12466,35,25720,5,34,30,25,1
201707,2017-07-20,12467,34,24788,4,31,27,22,2
201707,2017-07-20,12468,34,24093,4,31,24,22,2
201707,2017-07-20,12469,35,25721,4,33,26,21,1
201707,2017-07-20,12470,39,25369,4,36,28,25,1
201707,2017-07-20,12471,32,25858,4,31,24,17,1
201707,2017-07-20,12472,34,25861,3,31,26,19,1
201707,2017-07-20,12483,32,25611,7,29,17,11,3
201707,2017-07-20,12484,31,24281,7,27,18,13,3
201707,2017-07-20,12485,33,25412,8,30,24,18,4
201707,2017-07-20,12486,30,24237,7,28,19,10,4
201707,2017-07-20,12487,30,25017,7,28,21,13,3
201707,2017-07-20,12488,28,25408,8,25,19,12,3
201707,2017-07-20,12489,28,24760,6,25,17,11,3
201707,2017-07-20,12490,31,24517,9,28,20,14,4
201707,2017-07-21,12466,32,24939,5,32,26,22,1
201707,2017-07-21,12467,33,25082,7,33,25,22,2
201707,2017-07-21,12468,34,25927,5,31,23,21,2
201707,2017-07-21,12469,39,25595,7,39,32,28,1
201707,2017-07-21,12470,35,24372,6,32,26,20,1
201707,2017-07-21,12471,33,24162,6,32,27,22,1
201707,2017-07-21,12472,33,25049,4,32,26,20,2
201707,2017-07-21,12473,35,24320,6,30,23,16,2
201707,2017-07-21,12474,35,25844,8,32,23,17,2
201707,2017-07-21,12475,33,24783,7,29,24,18,2
201707,2017-07-21,12476,36,24642,6,35,28,17,2
201707,2017-07-21,12477,33,25917,6,30,20,13,2
201707,2017-07-21,12478,33,24271,8,31,21,16,2
201707,2017-07-21,12479,32,24825,5,32,21,14,2
201707,2017-07-21,12481,31,25915,7,26,19,15,2
201707,2017-07-22,12473,31,24486,7,28,20,16,2
201707,2017-07-22,12474,30,25456,5,28,20,14,2
201707,2017-07-22,12475,32,25815,7,30,23,18,2
201707,2017-07-22,12476,36,25949,8,35,27,19,2
201707,2017-07-22,12477,33,25817,6,30,22,17,2
201707,2017-07-22,12478,33,24039,8,31,24,16,2
201707,2017-07-22,12479,30,25434,7,28,21,16,2
201707,2017-07-22,12481,31,24453,8,27,23,18,2
201707,2017-07-22,12483,32,24673,9,28,17,12,4
201707,2017-07-22,12484,32,24454,9,29,21,15,4
201707,2017-07-22,12485,31,25410,7,28,17,10,3
201707,2017-07-22,12486,30,24504,8,26,16,11,3
201707,2017-07-22,12487,28,24432,8,25,17,10,4
201707,2017-07-22,12488,33,24658,8,28,20,14,3
201707,2017-07-22,12489,32,24730,9,29,19,10,4
201707,2017-07-22,12490,29,25575,6,25,18,12,4
201707,2017-07-23,12466,40,24999,7,38,34,27,1
201707,2017-07-23,12467,34,25337,6,31,26,21,1
201707,2017-07-23,12468,36,24924,7,32,29,21,2
201707,2017-07-23,12469,38,25801,4,35,25,18,2
201707,2017-07-23,12470,32,25545,5,29,21,16,1
201707,2017-07-23,12471,39,24498,8,35,28,21,2
201707,2017-07-23,12472,39,25952,4,38,33,23,1
201707,2017-07-24,12465,33,25504,6,30,23,16,2
201707,2017-07-24,12466,33,24625,4,30,25,19,1
201707,2017-07-24,12467,40,25648,5,40,35,25,2
201707,2017-07-24,12468,35,24908,6,33,25,18,2
201707,2017-07-24,12469,33,25523,4,31,25,19,1
201707,2017-07-24,12470,36,25644,5,33,27,22,2
201707,2017-07-24,12471,40,25145,7,40,30,23,1
201707,2017-07-24,12472,33,25940,6,31,22,18,2
201707,2017-07-24,12473,33,25173,5,30,24,16,2
201707,2017-07-24,12474,36,24772,8,33,27,19,2
201707,2017-07-24,12475,30,24939,7,28,23,18,2
201707,2017-07-24,12476,32,24814,8,31,25,20,2
201707,2017-07-24,12477,32,24804,6,31,21,13,2
201707,2017-07-24,12478,34,25106,7,29,25,20,2
201707,2017-07-24,12479,34,24918,5,33,24,16,2
201707,2017-07-24,12481,35,25566,8,33,22,13,2
201707,2017-07-24,12482,33,24249,9,28,19,12,3
201707,2017-07-24,12483,29,25044,8,26,20,13,3
201707,2017-07-24,12484,32,25643,7,29,20,15,4
201707,2017-07-24,12485,32,25037,7,28,18,10,4
201707,2017-07-24,12486,32,24846,9,30,18,11,4
201707,2017-07-24,12487,31,24306,7,27,20,13,3
201707,2017-07-24,12488,33,25584,7,30,20,12,4
201707,2017-07-24,12489,28,25831,8,25,20,12,3
201707,2017-07-24,12490,29,24925,6,26,20,14,3
201707,2017-07-25,12465,34,25686,4,31,24,18,1
201707,2017-07-25,12466,38,24635,7,37,29,26,2
201707,2017-07-25,12467,35,24044,5,32,25,21,1
201707,2017-07-25,12468,37,24943,6,36,32,25,2
201707,2017-07-25,12469,36,25726,7,33,28,22,1
201707,2017-07-25,12470,33,24393,6,32,28,20,1
201707,2017-07-25,12471,37,25454,7,35,29,25,2
201707,2017-07-25,12472,34,25199,4,33,24,20,1
201707,2017-07-25,12473,32,25308,6,31,24,18,2
201707,2017-07-25,12474,30,24842,6,27,20,14,2
201707,2017-07-25,12475,33,25292,7,29,25,19,2
201707,2017-07-25,12476,35,25004,7,34,27,18,2
201707,2017-07-25,12477,33,24733,8,33,23,17,2
201707,2017-07-25,12478,36,25590,7,31,26,16,3
201707,2017-07-25,12479,33,24768,5,28,23,17,2
201707,2017-07-25,12481,31,24845,7,30,23,14,2
201707,2017-07-25,12482,31,25252,8,29,22,13,3
201707,2017-07-25,12483,28,25450,6,24,17,9,3
201707,2017-07-25,12484,33,24815,10,28,20,10,4
201707,2017-07-25,12485,30,25678,7,26,17,11,4
201707,2017-07-25,12486,32,25454,6,28,22,12,4
201707,2017-07-25,12487,33,25218,8,28,18,9,3
201707,2017-07-25,12488,28,25183,7,25,18,13,3
201707,2017-07-25,12489,32,24475,7,30,19,11,3
201707,2017-07-26,12473,32,25869,6,29,22,15,2
201707,2017-07-26,12474,30,24951,7,28,21,16,2
201707,2017-07-26,12475,33,24118,5,30,24,18,2
201707,2017-07-26,12476,33,24377,8,29,24,18,2
201707,2017-07-26,12477,36,24595,8,31,22,17,2
201707,2017-07-26,12478,35,25924,6,31,23,18,2
201707,2017-07-26,12479,34,25094,6,31,22,17,2
201707,2017-07-26,12481,34,25962,6,31,22,15,2
201707,2017-07-26,12482,33,24409,9,30,22,15,4
201707,2017-07-26,12483,28,24080,7,25,18,12,4
201707,2017-07-26,12484,28,24767,6,25,17,9,4
201707,2017-07-26,12485,31,25893,7,27,17,10,4
201707,2017-07-26,12486,32,24332,7,29,20,10,3
201707,2017-07-26,12487,30,25623,6,27,20,12,3
201707,2017-07-26,12488,32,24951,9,29,23,15,3
201707,2017-07-26,12489,32,24909,8,28,18,10,4
201707,2017-07-27,12465,32,25441,6,30,26,23,1
201707,2017-07-27,12466,36,25091,6,34,27,23,1
201707,2017-07-27,12467,32,24421,6,30,21,17,1
201707,2017-07-27,12468,38,24069,5,35,25,22,1
201707,2017-07-27,12469,34,24703,4,31,28,24,1
201707,2017-07-27,12470,39,24631,8,39,32,27,1
201707,2017-07-27,12471,35,25398,5,33,28,20,1
201707,2017-07-27,12472,37,25416,7,36,27,22,1
201707,2017-07-27,12482,33,24236,10,29,22,15,4
201707,2017-07-27,12483,30,25150,6,27,16,11,4
201707,2017-07-27,12484,33,25607,10,30,23,16,4
201707,2017-07-27,12485,32,24162,6,28,18,11,4
201707,2017-07-27,12486,30,24546,8,27,17,11,3
201707,2017-07-27,12487,30,25581,6,28,22,11,3
201707,2017-07-27,12488,32,24591,9,30,18,11,4
201707,2017-07-27,12489,32,25191,8,30,20,12,3
201707,2017-07-27,12490,32,25145,9,29,17,12,3
201707,2017-07-28,12465,39,25858,7,38,33,25,2
201707,2017-07-28,12466,38,25976,5,37,30,24,2
201707,2017-07-28,12467,35,24450,6,35,29,20,2
201707,2017-07-28,12468,39,25503,7,36,26,19,2
201707,2017-07-28,12469,34,24964,4,32,25,20,1
201707,2017-07-28,12470,36,24845,5,32,25,21,1
201707,2017-07-28,12471,39,25285,6,39,32,25,2
201707,2017-07-28,12474,33,24338,7,32,23,18,2
201707,2017-07-28,12475,32,25760,8,32,25,17,2
201707,2017-07-28,12476,33,24584,6,29,23,17,2
201707,2017-07-28,12477,30,25169,6,26,17,11,2
201707,2017-07-28,12478,32,24001,8,30,23,18,2
201707,2017-07-28,12479,32,24028,7,31,23,15,2
201707,2017-07-28,12481,31,25594,5,31,26,18,2
201707,2017-07-29,12474,33,24446,8,29,20,14,2
201707,2017-07-29,12475,35,24801,7,30,24,17,2
201707,2017-07-29,12476,34,24357,8,29,23,17,2
201707,2017-07-29,12477,31,24434,5,29,21,16,2
201707,2017-07-29,12478,31,24126,5,28,22,16,2
201707,2017-07-29,12479,33,24055,8,32,24,19,2
201707,2017-07-29,12481,31,24625,6,30,23,18,2
201707,2017-07-29,12482,28,25658,7,25,18,11,3
201707,2017-07-29,12483,32,25856,10,30,21,13,4
201707,2017-07-29,12484,29,25109,7,26,16,8,3
201707,2017-07-29,12485,29,24008,6,28,22,13,3
201707,2017-07-29,12486,33,24308,10,30,21,11,4
201707,2017-07-29,12487,28,24463,7,24,19,11,4
201707,2017-07-29,12488,30,24874,7,28,18,13,4
201707,2017-07-29,12489,32,25417,7,29,19,13,3
201707,2017-07-29,12490,32,24077,9,30,21,14,4
201707,2017-07-30,12465,39,25577,4,39,30,21,1
201707,2017-07-30,12466,36,24826,6,32,28,24,1
201707,2017-07-30,12467,35,24238,4,33,25,20,2
201707,2017-07-30,12468,40,25691,8,39,30,26,2
201707,2017-07-30,12469,37,25101,4,37,32,27,1
201707,2017-07-30,12470,40,24027,6,38,32,28,2
201707,2017-07-30,12471,32,24850,4,29,24,17,2
201707,2017-07-30,12472,40,25070,6,39,32,23,2
201707,2017-07-31,12465,32,25559,3,30,22,18,1
201707,2017-07-31,12466,34,24104,5,33,26,21,1
201707,2017-07-31,12467,35,25838,4,33,28,25,1
201707,2017-07-31,12468,35,24819,5,35,31,28,1
201707,2017-07-31,12469,38,24492,8,36,31,26,2
201707,2017-07-31,12470,32,25470,4,30,26,21,1
201707,2017-07-31,12471,38,25297,6,38,28,23,2
201707,2017-07-31,12472,39,24313,6,35,28,24,1
201707,2017-07-31,12473,35,25559,7,31,25,16,2
201707,2017-07-31,12474,32,25887,5,27,23,14,2
201707,2017-07-31,12475,36,25776,6,31,21,16,2
201707,2017-07-31,12476,31,25143,7,30,20,12,2
201707,2017-07-31,12477,36,25147,8,31,26,19,3
201707,2017-07-31,12478,31,25750,5,28,18,14,2
201707,2017-07-31,12479,32,24854,6,28,21,16,2
201707,2017-07-31,12481,34,24590,7,31,26,18,2
201707,2017-07-31,12482,33,25761,9,30,23,12,3
201707,2017-07-31,12483,28,25152,6,24,17,10,4
201707,2017-07-31,12484,31,24893,7,29,19,14,3
201707,2017-07-31,12485,28,24682,8,26,21,11,3
