Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
2269100,"April 3, 2022",Texas,Dallas,5050 Cleveland Rd,1,16
2269082,"April 3, 2022",California,Sacramento,J St and 10th St,6,12
2268723,"April 2, 2022",North Carolina,Shelby,1851 E Dixon Blvd,1,3
2268762,"April 2, 2022",Louisiana,Monroe,100 Sterlington Rd,1,5
2269059,"April 2, 2022",Colorado,Colorado Springs,2400 block of Barkman Dr,0,4
2269034,"April 2, 2022",Louisiana,Shreveport,2025 Marshall St,1,3
2269259,"April 1, 2022",South Carolina,Walterboro,1900 Block of Logan Farm Rd,0,4
2264094,"March 26, 2022",California,Hollister,Rustic St and Roble St,2,3
2265029,"March 26, 2022",Ohio,Cleveland,1437 St Clair Ave NE,0,4
2263608,"March 25, 2022",Colorado,Colorado Springs,820 Citadel Dr E,2,2
2260129,"March 22, 2022",California,Stockton,1800 West Lane,1,3
2259262,"March 21, 2022",Connecticut,Waterbury,23 Scovill St,0,4
2259413,"March 21, 2022",Illinois,Chicago,1650 E 79th St,2,2
2258324,"March 20, 2022",Wisconsin,Milwaukee,2822 W Melvina St,0,4
2258224,"March 20, 2022",Texas,Houston,2955 S Sam Houston Pkwy E,1,3
2258156,"March 20, 2022",Texas,Austin,E 6th St and Neches St,0,4
2257316,"March 19, 2022",Virginia,Norfolk,320 Granby St,3,2
2258012,"March 19, 2022",North Carolina,Fayetteville,1707 Owen Dr,3,3
2257739,"March 19, 2022",Arkansas,Dumas,611 Highway 65 S,1,26
2257674,"March 19, 2022",Virginia,Madison Heights,351 Old Wright Shop Rd,1,4
2258182,"March 19, 2022",Texas,Dallas,5214 Botham Jean Blvd,1,9
2256453,"March 18, 2022",Texas,Fort Worth,1600 block of NW Loraine St,1,3
2257778,"March 18, 2022",Louisiana,New Iberia,200 block of C V Jackson Dr,0,5
2257132,"March 17, 2022",Michigan,Lansing,2200 block of E Michigan Ave,0,4
2256398,"March 17, 2022",Illinois,Chicago,4100 block of W Monroe St,0,4
2255816,"March 17, 2022",Florida,Fort Lauderdale,1300 W Broward Blvd,2,2
2255832,"March 16, 2022",New Jersey,Irvington,800 block of 18th Ave,1,3
2256080,"March 16, 2022",New Jersey,Irvington,862 18th Ave,1,3
2254579,"March 15, 2022",Alabama,Ozark,1001 US Hwy 231,0,5
2253714,"March 14, 2022",Pennsylvania,Reading,1300 block of Meade St,1,3
2252873,"March 13, 2022",Illinois,Chicago,7902 S Exchange Ave,0,7
2252500,"March 13, 2022",New York,Rochester,471 State St,2,2
2252792,"March 13, 2022",South Carolina,Columbia,810 Pulaski St,1,4
2252719,"March 12, 2022",Maryland,Baltimore,Gwynn Oak Ave and Liberty Heights Ave,3,1
2253654,"March 12, 2022",Alabama,Autaugaville,200 block of N Pickett St,1,3
2251416,"March 11, 2022",Ohio,Columbus,1644 E Dublin-Granville Rd,2,2
2250540,"March 9, 2022",Colorado,Aurora,3300 N Ouray St,1,4
2250151,"March 8, 2022",Florida,Jacksonville,Duval Station Rd and Starratt Rd,1,4
2249608,"March 7, 2022",Tennessee,Knoxville,5800 block of Primus Rd,0,4
2247617,"March 6, 2022",Minnesota,Minneapolis,2720 Blaisdell Ave,1,3
2248066,"March 6, 2022",Pennsylvania,Hazleton,182 S  Wyoming St,1,4
2247842,"March 6, 2022",Kentucky,Louisville,601 E Jefferson St,0,4
2247828,"March 6, 2022",Texas,Lubbock,1800 block of Parkway Dr,0,4
2248613,"March 6, 2022",Louisiana,Monroe,1051 Martin Luther King Junior Drive,0,4
2247622,"March 6, 2022",South Carolina,Chester,Powell Dr and Harvey Neely Rd,2,3
2247747,"March 5, 2022",Arizona,Glendale,4810 W Glendale Ave,1,3
2247025,"March 5, 2022",Georgia,Atlanta,I-75 and Langford Pkwy,0,4
2246387,"March 3, 2022",Nevada,Las Vegas,4055 S University Center Dr,1,6
2245620,"March 2, 2022",Maryland,Baltimore,Walbrook Ave and N Dukeland St,1,3
2243861,"February 28, 2022",California,Sacramento,2041 Wyda Way,5,0
2243285,"February 27, 2022",Louisiana,Alexandria,3700 block of 3rd St,0,4
2242345,"February 26, 2022",South Carolina,North Charleston,2622 S Allen Dr,1,3
2242153,"February 26, 2022",Nevada,Las Vegas,953 E Sahara Ave,1,14
2244673,"February 26, 2022",Louisiana,Bogalusa,E 4th St and Martin Luther King Jr Dr,0,10
2241857,"February 25, 2022",Louisiana,Baton Rouge,6401 Bluebonnet Blvd,2,2
2241299,"February 24, 2022",Texas,San Antonio,90 Lanark Dr,0,4
2238575,"February 21, 2022",Minnesota,Saint Paul,488 Humboldt Ave,1,3
2238657,"February 20, 2022",Nebraska,Omaha,1817 N 33rd St,0,4
2238165,"February 20, 2022",Iowa,Des Moines,100 block of Water St,0,4
2238403,"February 20, 2022",Oregon,Portland,SE Foster Rd and 128th Ave,1,3
2238312,"February 20, 2022",Mississippi,Mccomb,Minnesota Ave and 6th St,1,3
2237058,"February 19, 2022",North Carolina,Durham,1400 E Cornwallis Rd,2,2
2237697,"February 19, 2022",Oregon,Portland,NE 55th Ave and NE Hassalo St,1,6
2237593,"February 19, 2022",Missouri,Charleston,106 S Franklin St,2,14
2237196,"February 19, 2022",California,Turlock,142 S 1st St,0,7
2236857,"February 18, 2022",Maryland,Temple Hills (Marlow Heights),4200 block of 28th Ave,2,2
2236155,"February 17, 2022",Pennsylvania,Philadelphia,164 W Chelten Ave,0,4
2235778,"February 17, 2022",Texas,Houston,3000 Blodgett St,0,5
2235366,"February 16, 2022",Florida,Miami,NW 99th St and NW 21st Ave,1,3
2234868,"February 15, 2022",Illinois,Joliet,700 block of Francis St,1,3
2232854,"February 13, 2022",Wisconsin,Racine,7th St and Park Ave,1,5
2232287,"February 12, 2022",California,West Hollywood,401 N La Cienega Blvd,0,4
2232351,"February 12, 2022",Tennessee,Murfreesboro,1644 Middle Tennessee Blvd,1,4
2232476,"February 12, 2022",Arkansas,Little Rock,200 block of E 7th St,1,3
2231921,"February 11, 2022",Missouri,Springfield,E Kearney St and N Prospect Ave,0,4
2231371,"February 11, 2022",Arizona,Phoenix,5405 W Warner St,2,9
2228979,"February 6, 2022",Illinois,Romeoville,735 N Center Blvd,0,5
2228510,"February 6, 2022",California,Fresno,S Clara Ave and E Lorena Ave,2,2
2228660,"February 6, 2022",North Carolina,Wilmington,200 block of North 31st St,0,4
2227759,"February 6, 2022",Florida,Fort Lauderdale,5280 FL-7,0,4
2227187,"February 5, 2022",New Mexico,Las Cruces,1900 block of Gladys Dr,1,3
2227058,"February 5, 2022",Texas,Corsicana,2919 W 2nd Ave,6,2
2227035,"February 4, 2022",Virginia,Blacksburg,109 N Main St,1,4
2225493,"February 2, 2022",California,Oroville,410 Oro Dam Blvd E,1,4
2224788,"February 1, 2022",Wisconsin,Milwaukee,1801 W Olive St,0,5
2224013,"January 31, 2022",North Carolina,Raleigh,3120 New Bern Ave,1,3
2222953,"January 30, 2022",Florida,Winter Haven,Buckeye Loop Rd and MLK Blvd NE,1,4
2223019,"January 30, 2022",Georgia,Augusta,2623 Deans Bridge Rd,1,3
2222557,"January 29, 2022",Missouri,Saint Louis,4900 block of Cote Brilliante,3,1
2222383,"January 29, 2022",Georgia,Atlanta,899 Martin Luther King Jr Dr NW,1,3
2222766,"January 29, 2022",California,Bakersfield,10612 Rosedale Hwy,0,4
2220985,"January 27, 2022",District of Columbia,Washington,4400 Connecticut Ave,1,4
2218159,"January 23, 2022",Wisconsin,Milwaukee,2505 N 21st St,6,0
2217882,"January 23, 2022",California,Inglewood,1300 block of North Park Ave,4,1
2215955,"January 19, 2022",Maryland,Baltimore,E Monument St and N Montford Ave,3,1
2215256,"January 19, 2022",Louisiana,New Orleans,7800 block of Keats St,0,4
2214013,"January 18, 2022",Florida,Miami,10702 NW 7th Ave,1,4
2214306,"January 17, 2022",Texas,San Antonio,400 block of Spriggsdale Ave,1,4
2213456,"January 16, 2022",Georgia,Savannah,1100 Graydon St,1,3
2212203,"January 15, 2022",Tennessee,Knoxville,2700 block of Tarleton Ave,0,4
2212018,"January 15, 2022",Georgia,Brunswick,2717 Glynn Ave,1,5
2211746,"January 14, 2022",Oregon,Eugene,219 W 8th Ave,0,6
2210480,"January 13, 2022",New York,Brooklyn,1014 E 92nd St,1,3
2209840,"January 12, 2022",Illinois,Chicago,S King Dr and E 63rd St,0,4
2207435,"January 9, 2022",California,Fresno,724 E Olive Ave,0,4
2207931,"January 9, 2022",California,Los Angeles,W 35th St and S Hill St,2,4
2207469,"January 9, 2022",Alabama,Montgomery,3020 Atlanta Hwy,1,6
2207406,"January 9, 2022",Colorado,Colorado Springs,1960 Chelton Rd,2,3
2206813,"January 8, 2022",Texas,Houston,7136 Clarewood Dr,1,3
2205024,"January 4, 2022",Mississippi,Jackson,3207 W Capitol St,1,3
2202976,"January 2, 2022",Texas,Corsicana,1100 block of S 29th St,2,2
2202727,"January 2, 2022",Texas,San Antonio,427 Montrose,2,2
2202025,"January 1, 2022",Missouri,Columbia,122 S 9th St,0,4
2201629,"January 1, 2022",Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave,1,4
2201641,"January 1, 2022",Wisconsin,Kenosha,1708 52nd St,1,3
2202001,"January 1, 2022",Illinois,Peoria,2000 block of SW Adams St,2,2
2201876,"January 1, 2022",South Carolina,Dillon,3261 Hwy 9,0,5
2201848,"January 1, 2022",Indiana,South Bend,1500 block of S Miami St,0,4
2201677,"January 1, 2022",Colorado,Denver,1919 Blake St,2,2
2201535,"December 31, 2021",Maryland,Capitol Heights,Cindy Ln,0,4
2201716,"December 31, 2021",Mississippi,Gulfport,1200 block of Lewis Ave,4,3
2201216,"December 31, 2021",California,Los Angeles,10211 S. Avalon Blvd,0,6
2200968,"December 30, 2021",Pennsylvania,Philadelphia,5100 block of Germantown Ave,0,7
2201052,"December 30, 2021",Missouri,Kirksville,700 block of E Dodson St,3,1
2198521,"December 27, 2021",Colorado,Denver,56 Broadway,6,2
2198014,"December 27, 2021",Ohio,Youngstown,2626 Tyrell Ave,1,3
2200720,"December 27, 2021",Alabama,Mobile,3606 Moffett Rd,1,3
2197178,"December 26, 2021",Virginia,Clear Brook,I-81 S and Visitor Center Loop,1,4
2197391,"December 26, 2021",Texas,Garland,730 W Walnut St,3,1
2198071,"December 26, 2021",New York,Buffalo,1300 block of Jefferson Ave,0,4
2197421,"December 26, 2021",Mississippi,Fayette,225 Community Dr,1,6
2197328,"December 26, 2021",Pennsylvania,Philadelphia,800 block of W Clearfield St,0,4
2196827,"December 25, 2021",Louisiana,Lafayette,2100 block of NE Evangeline Thruway,0,4
2196434,"December 24, 2021",Georgia,Roswell,401 Huntington Dr,1,3
2196267,"December 24, 2021",Pennsylvania,Pittsburgh,7300 block of Schoyer St,0,6
2196839,"December 24, 2021",New York,Brooklyn,1031 Nostrand Ave,0,4
2193049,"December 19, 2021",Illinois,Lovejoy (Brooklyn),213 Madison St,1,3
2192046,"December 17, 2021",Maryland,Baltimore,1300 block of W North Ave,1,4
2191683,"December 17, 2021",Virginia,Portsmouth,4105 Portsmouth Blvd,0,4
2191752,"December 17, 2021",Maryland,Baltimore,600 block of Laurens St,1,3
2188999,"December 13, 2021",California,Fresno,E Normal Ave and Mayfair Dr S,0,4
2188843,"December 13, 2021",Pennsylvania,Philadelphia,3400 block of Emerald St,0,4
2188260,"December 13, 2021",North Carolina,Durham,Eugene St and Mathison St,2,4
2187939,"December 12, 2021",Mississippi,Bolton,6171 W. Northside Dr,0,6
2190367,"December 12, 2021",Florida,Tampa,Alaska Ave,0,5
2187990,"December 12, 2021",Texas,Baytown,1403 N Market Loop,1,13
2188066,"December 12, 2021",Virginia,Woodbridge,13989 Jefferson Davis Hwy,0,4
2187027,"December 11, 2021",Illinois,River Grove,3111 River Rd,1,3
2186517,"December 10, 2021",Michigan,Lansing,Miller Rd and Cedar St,1,3
2187077,"December 10, 2021",Florida,Orlando,Jefferson St and Garden Ave,0,5
2186696,"December 10, 2021",North Carolina,Charlotte,3100 block of Marney Ave,0,5
2186858,"December 9, 2021",Maryland,Capitol Heights,6700 Walker Mill Rd,0,4
2186246,"December 9, 2021",Wisconsin,Beloit,1900 block of Porter Ave,1,5
2183667,"December 6, 2021",Pennsylvania,Philadelphia,1500 block of N 29th St,0,4
2182789,"December 5, 2021",Michigan,Detroit,5200 block of Marlborough St,2,2
2183120,"December 5, 2021",Texas,El Paso,2910 Tularosa Ave,1,3
2181840,"December 3, 2021",Tennessee,Memphis,3885 Elvis Presley Blvd,2,2
2181096,"December 2, 2021",North Carolina,Elizabeth City,Perry St and Jordan St,3,3
2178487,"November 30, 2021",Michigan,Oxford,745 N Oxford Rd,4,7
2179099,"November 30, 2021",Georgia,Rex,3600 block of Jervis Court,4,2
2176922,"November 28, 2021",Maryland,Baltimore,1300 block of North Montford Ave,0,7
2177300,"November 28, 2021",Illinois,Evanston,1950 Green Bay Rd,1,4
2177416,"November 28, 2021",California,Lancaster,3500 block of Garnet Lane,5,0
2176653,"November 28, 2021",Colorado,Aurora,1500 block of Dayton St,0,5
2177268,"November 28, 2021",Pennsylvania,Philadelphia,1300 block of S 50th St,0,4
2176667,"November 27, 2021",New Jersey,Newark,900 block of Bergen St,1,3
2176058,"November 26, 2021",Tennessee,Nashville,2815 Torbett St,3,4
2175329,"November 25, 2021",Texas,San Antonio,4000 block of Sunrise Creek Dr,2,2
2175615,"November 25, 2021",South Carolina,Green Sea,Long Branch Swamp Rd,0,4
2173531,"November 23, 2021",Florida,Lehigh Acres,Cervantes St,0,4
2174033,"November 23, 2021",Texas,Marshall,700 block of Cross St,1,3
2174685,"November 22, 2021",North Carolina,Warsaw,101 Matthews St,2,2
2172178,"November 21, 2021",New Jersey,Passaic,Howe Ave and Lafayette Ave,0,5
2172657,"November 21, 2021",Louisiana,Baton Rouge,4888 Plank Rd,1,4
2171568,"November 20, 2021",California,Fresno,3665 N Pleasant Ave,2,2
2172018,"November 20, 2021",Illinois,Berwyn,6802 W 26th St,0,4
2170438,"November 18, 2021",Maryland,Cambridge,700 block of Greenwood Ave,1,3
2169719,"November 17, 2021",Illinois,East Saint Louis,8300 block of State St,1,3
2170140,"November 17, 2021",New York,Newburgh,William St and Carson Ave,0,4
2169494,"November 17, 2021",New York,Bronx,815 Burke Ave,1,3
2168989,"November 17, 2021",Illinois,Chicago,1240 W Randolph St,0,4
2167778,"November 15, 2021",New York,New York (Manhattan),101 W 141st St,0,4
2167297,"November 15, 2021",Colorado,Aurora,1200 Nome St,0,6
2166673,"November 14, 2021",Pennsylvania,Philadelphia,2700 block of N Howard St,0,6
2166768,"November 14, 2021",Missouri,Columbia,19 N 5th St,1,5
2166953,"November 14, 2021",Oregon,Chiloquin,990 Bronco Lane,2,2
2166750,"November 14, 2021",Arizona,Tucson,1655 W Ajo Way,4,1
2166817,"November 14, 2021",Alabama,Troy,803 US-231 S,1,5
2166055,"November 13, 2021",North Carolina,Winston Salem (Winston-salem),400 block of Gregory St,0,4
2167889,"November 13, 2021",Louisiana,Houma,100 block of Emma St,0,4
2165600,"November 12, 2021",Virginia,Richmond,3050 Nine Mile Rd,2,2
2165535,"November 12, 2021",Alabama,Birmingham,1100 block of 33rd St SW,2,2
2163306,"November 9, 2021",New York,Rochester,Clifton St and Jefferson Ave,0,4
2163772,"November 9, 2021",Louisiana,Hahnville (Killona),160 Killona Dr,1,4
2163617,"November 9, 2021",South Dakota,Scotland,710 2nd St,3,2
2162196,"November 8, 2021",Texas,Victoria,10700 FM 236,3,1
2162269,"November 8, 2021",Pennsylvania,Philadelphia,200 block of E Louden St,0,4
2161323,"November 7, 2021",Wisconsin,Kenosha,625 57th St,1,3
2161116,"November 6, 2021",California,Oakley,33 Malicoat Ave,2,2
2160608,"November 6, 2021",Texas,Marshall,510 S Alamo Blvd,0,6
2161078,"November 6, 2021",California,Highland,26998 3rd St,0,4
2160838,"November 5, 2021",California,Oakland,8400 block of International Blvd,1,3
2158524,"November 3, 2021",Iowa,Des Moines,11300 block of E 15th St,0,4
2158417,"November 3, 2021",Virginia,Norfolk,821 Whitaker Ln,3,2
2157991,"November 2, 2021",Alabama,Mobile,4120 Government Blvd,0,4
2156175,"November 1, 2021",Florida,Orlando,N Orange Ave and Wall St,0,4
2157206,"November 1, 2021",Texas,San Antonio,1900 block of W Laurel St,0,4
2155369,"October 31, 2021",Kentucky,Louisville,6210 Shepherdsville Rd,2,2
2155517,"October 31, 2021",Colorado,Littleton (Lakewood),6200 block of Alameda Ave,2,2
2155428,"October 31, 2021",Illinois,Flossmoor,3800 block of Ballantrae Way,1,3
2155282,"October 31, 2021",Texas,Houston,1909 Schilder Dr,1,3
2155329,"October 31, 2021",Illinois,Joliet,1018 E Jackson St,2,12
2156001,"October 31, 2021",Texas,Fort Worth,3700 block of Lebow St,1,3
2154851,"October 30, 2021",California,Gilroy,400 block of Las Animas Ave,1,3
2154422,"October 30, 2021",Illinois,Decatur,1100 block of N Union St,0,4
2154441,"October 30, 2021",Oklahoma,Oklahoma City,NW 122nd St and N Council Rd,0,4
2154873,"October 30, 2021",California,Sacramento,5560 Palm Ave,2,5
2155172,"October 30, 2021",Florida,Saint Petersburg,1079 62nd Ave S,1,4
2155001,"October 30, 2021",Texas,Texarkana,2315 Texas Blvd,1,9
2154283,"October 29, 2021",New York,Poughkeepsie,32 Cannon St,0,5
2155826,"October 29, 2021",Michigan,Kalamazoo,3082 S 9th St,0,4
2153285,"October 28, 2021",Nevada,Las Vegas,3900 block of E Cheyenne Ave,0,4
2153779,"October 28, 2021",Tennessee,Nashville,210 N 9th St,1,3
2150274,"October 25, 2021",Idaho,Boise,350 N Milwaukee St,3,3
2154085,"October 24, 2021",California,Gonzales,Foletta Rd,2,2
2150037,"October 24, 2021",Mississippi,Crenshaw,413 Jones St,2,3
2148921,"October 23, 2021",South Carolina,Florence,811 S Irby St,0,6
2148891,"October 23, 2021",California,Ontario,700 block of E Bonnie Brae Ct,1,4
2148633,"October 23, 2021",Georgia,Fort Valley,603 Carver Dr,1,7
2148282,"October 22, 2021",Illinois,Chicago,7901 S Cottage Grove Ave,0,5
2148946,"October 22, 2021",Washington,Renton,16420 SE 128th St,0,4
2148401,"October 22, 2021",Maryland,Baltimore,3100 block of W North Ave,0,7
2147114,"October 21, 2021",New York,Brooklyn,3008 Glenwood Rd,0,4
2147301,"October 21, 2021",Washington,Tacoma,4258 Everett St,4,0
2147042,"October 20, 2021",Michigan,Farwell,9539 S Harrison Ave,4,0
2145931,"October 19, 2021",Wisconsin,Kenosha,610 40th Pl,3,2
2143277,"October 17, 2021",Louisiana,Grambling,403 Main St,1,7
2143113,"October 17, 2021",Missouri,Saint Louis,8600 block of Goodfellow Blvd,1,3
2143765,"October 17, 2021",Texas,Houston,1900 block of Dolly Wright St,0,7
2143889,"October 17, 2021",Colorado,Colorado Springs,1865 N Academy Blvd,0,5
2144160,"October 17, 2021",Wisconsin,Racine,Yout St and Carter St,0,6
2143479,"October 17, 2021",Arkansas,Pine Bluff,820 S Main St,1,9
2143499,"October 17, 2021",Arkansas,Pine Bluff,University Dr and Pullen Ave,1,3
2143605,"October 17, 2021",Mississippi,Jackson,3243 Medgar Evers Blvd,3,3
2142402,"October 16, 2021",Texas,Killeen,308 S Second St,1,3
2142296,"October 15, 2021",Alabama,Mobile,1621 Virginia St,0,5
2142092,"October 14, 2021",Minnesota,Minneapolis,814 E Franklin Ave,1,4
2155043,"October 14, 2021",Mississippi,Mccomb,1300 14th St,0,6
2139048,"October 12, 2021",Florida,Naples,700 block of 99th Ave,1,5
2139674,"October 12, 2021",Mississippi,Meridian,2000 block of 17th St,3,1
2139198,"October 11, 2021",Georgia,South Fulton,4900 Delano Rd,0,6
2137198,"October 10, 2021",Minnesota,Saint Paul,214 7th St W,1,15
2137321,"October 10, 2021",South Carolina,Mc Coll (Mccoll),4181 Hwy 15-401,2,3
2137561,"October 10, 2021",Iowa,Sioux City,427 Pierce St,0,4
2137179,"October 10, 2021",Illinois,Chicago,1565 N Milwaukee Ave,1,4
2137555,"October 10, 2021",Delaware,Dover,1500 block of Nathaniel Mitchell Rd,1,4
2136907,"October 9, 2021",Louisiana,Livingston,17000 block of LA-444,2,4
2137291,"October 9, 2021",Texas,Dallas,3000 block of South Blvd,0,4
2137575,"October 9, 2021",New York,Albany,100 block of North Lake Ave,1,6
2137464,"October 9, 2021",Colorado,Denver,7300 block of E 22nd Ave,1,3
2136230,"October 8, 2021",Maryland,Baltimore,2600 block of Jefferson St,0,4
2136270,"October 8, 2021",District of Columbia,Washington,1700 block of Independence Ave SE,1,3
2135536,"October 8, 2021",Alabama,Montgomery,1800 block of Cotton Ct,1,3
2135508,"October 7, 2021",Wisconsin,Milwaukee,W Cherry St and N 8th St,3,1
2134657,"October 7, 2021",Illinois,Chicago,900 block of N Orleans St,0,4
2135498,"October 7, 2021",Wisconsin,Milwaukee,2400 block of N 37th St,0,5
2135666,"October 7, 2021",Louisiana,New Orleans,S Robertson St and Martin Luther King Jr Blvd,1,4
2134217,"October 6, 2021",Maryland,Baltimore,1243 Patterson Park Ave,1,5
2134359,"October 6, 2021",Louisiana,New Orleans,603 General Taylor,2,2
2136132,"October 6, 2021",Ohio,Cleveland,9200 block of Marshall Ave,0,4
2135659,"October 6, 2021",Ohio,Cleveland,Marshall Ave and E 93rd St,0,4
2133962,"October 5, 2021",Illinois,Rockford,400 block of S Independence Ave,1,3
2133137,"October 5, 2021",Minnesota,Saint Paul,922 Thomas Ave W,0,4
2132656,"October 4, 2021",Minnesota,Minneapolis,626 W Broadway Ave,0,4
2131471,"October 3, 2021",South Carolina,Bishopville,1113 Sumter Hwy,1,4
2131406,"October 2, 2021",Texas,San Antonio,6222 S New Braunfels Ave,1,3
2130634,"October 2, 2021",Colorado,Aurora,12230 E Colfax Ave,1,3
2130370,"October 1, 2021",District of Columbia,Washington,Forrester St SW and Galveston Pl SW,1,5
2130763,"October 1, 2021",Iowa,Cedar Rapids,525 33rd Ave SW,0,6
2128682,"September 29, 2021",Illinois,Chicago,800 block of N Milwaukee Ave,0,5
2128023,"September 28, 2021",Minnesota,Minneapolis,2700 block of Bloomington Ave,1,3
2127374,"September 28, 2021",Illinois,Chicago,6500 block of S Calumet Ave,1,3
2126747,"September 27, 2021",New York,New York (Manhattan),3964 10th Ave,0,5
2126450,"September 27, 2021",Illinois,Chicago,826 N Ridgeway Ave,1,3
2125790,"September 26, 2021",Illinois,Chicago,800 block of S Albany Ave,0,6
2125953,"September 26, 2021",California,Oakland,1400 block of 8th Ave,0,4
2126261,"September 26, 2021",Washington,Seattle (Des Moines),22855 Pacific Hwy S,3,3
2125613,"September 25, 2021",New York,Utica,800 block of Mohawk St,0,4
2125444,"September 25, 2021",Tennessee,Athens,Co Rd 60,4,1
2126241,"September 25, 2021",Tennessee,Chattanooga,1124 Grove St,2,5
2125227,"September 25, 2021",California,Riverside,6000 Block of Mariposa Ave,0,6
2124396,"September 24, 2021",South Carolina,Aiken,749 Silver Bluff Rd,4,1
2124887,"September 24, 2021",California,Los Angeles,11600 block of Willowbrook Ave,0,4
2123395,"September 23, 2021",Tennessee,Collierville,240 New Byhalia Rd,2,14
2123301,"September 23, 2021",Pennsylvania,Philadelphia,38th St and Aspen St,0,4
2122565,"September 22, 2021",North Carolina,Fayetteville,1100 block of Charlie Dr,2,2
2121381,"September 21, 2021",District of Columbia,Washington,2200 block of Alabama Ave SE,0,5
2120940,"September 20, 2021",Pennsylvania,Philadelphia,Broad St and Chew Ave,1,5
2121031,"September 20, 2021",Missouri,Saint Louis,2000 block of St Charles St,1,3
2119583,"September 19, 2021",New York,Rochester,300 block of Driving Park Ave,2,2
2119701,"September 19, 2021",Florida,Miami,14900 block of Pierce St,0,4
2119736,"September 19, 2021",California,Oakland,300 block of 17th St,1,3
2119745,"September 19, 2021",Texas,Dallas,100 block of N Malcolm X Blvd,2,4
2119609,"September 19, 2021",Illinois,Chicago,900 block of N Massasoit Ave,0,5
2119950,"September 19, 2021",South Carolina,Yemassee,145 Yemassee Hwy,1,7
2119470,"September 18, 2021",New York,Bronx,Teller Ave and E 172nd St,1,3
2119101,"September 18, 2021",Illinois,Danville,3164 E Main St,2,2
2119478,"September 18, 2021",Louisiana,Opelousas,500 block of Sapphire St,0,5
2118451,"September 17, 2021",Georgia,Augusta,519 Broad St,0,4
2116343,"September 14, 2021",Maryland,Baltimore,1700 block of N Milton Ave,0,4
2116205,"September 14, 2021",Ohio,Cleveland,2747 Cedar Ave,0,6
2115522,"September 13, 2021",Wisconsin,Milwaukee,3073 N Sherman Blvd,0,5
2115947,"September 12, 2021",Minnesota,Saint Paul,7th St W and N Walnut St,4,0
2114626,"September 12, 2021",Texas,Temple,900 block of S 24th St,0,4
2122103,"September 12, 2021",Illinois,Blue Island,12200 block of S Irving Ave,2,2
2114481,"September 12, 2021",Michigan,Detroit,2700 block of Halleck St,2,4
2113841,"September 11, 2021",Illinois,Chicago,300 block of E Kensington Ave,1,5
2114510,"September 11, 2021",Alabama,Dothan,2000 Reeves St,0,5
2114583,"September 11, 2021",New York,Utica,700 block of Noyes St,1,3
2113623,"September 11, 2021",Illinois,Chicago,900 block of E 79th St,1,3
2113769,"September 11, 2021",New Jersey,Paterson,E 18th St and Fulton Pl,0,4
2112450,"September 10, 2021",Florida,Orlando,5526 S Orange Blossom Trl,0,4
2111858,"September 9, 2021",Illinois,East Saint Louis,510 Martin Luther King Dr,0,7
2112252,"September 9, 2021",Alabama,Montgomery,1800 block of Cotton Court,1,3
2111895,"September 8, 2021",Missouri,Saint Louis,4000 block of St Ferdinand Ave,0,4
2110346,"September 7, 2021",Delaware,Wilmington,A St and New Castle Ave,0,4
2110077,"September 7, 2021",Kansas,Wichita,351 N Mosley St,1,5
2109075,"September 6, 2021",Georgia,Atlanta,868 Joseph E Boone Blvd NW,0,5
2108892,"September 5, 2021",Missouri,Independence,116 W Lexington Ave,0,4
2108560,"September 5, 2021",New York,Bronx,4848 White Plains Rd,0,4
2115336,"September 5, 2021",Missouri,Wyatt,,0,4
2108414,"September 5, 2021",Texas,Houston,7518 Imogene St,4,0
2108378,"September 5, 2021",Georgia,Athens,E Clayton St and N Jackson St,0,6
2108302,"September 5, 2021",Florida,Lakeland,N Socrum Loop Rd and Fulton Green Rd,4,2
2109384,"September 5, 2021",Ohio,Cincinnati,6308 Corbly Rd,0,4
2107828,"September 4, 2021",Louisiana,Monroe,1600 block of Winnsboro Rd,1,3
2107930,"September 4, 2021",District of Columbia,Washington,700 block of Longfellow St NW,3,3
2107916,"September 4, 2021",Alabama,Birmingham,9164 Parkway E,2,2
2108406,"September 4, 2021",Georgia,Warner Robins,Mauldon Ct and Dunmurry Pl,1,4
2107875,"September 4, 2021",Pennsylvania,Pittsburgh,7300 block of Hamilton Ave,0,4
2107476,"September 4, 2021",Illinois,Chicago,1400 block of S Tripp Ave,0,5
2107621,"September 3, 2021",Texas,Austin,9345 US-290,1,3
2107168,"September 3, 2021",New York,Syracuse,Nelson St and W Marcellus St,0,4
2107467,"September 3, 2021",Louisiana,New Iberia,927 S Lewis St,1,3
2107198,"September 2, 2021",New York,Niagara Falls,336 19th St,0,4
2104725,"August 31, 2021",North Carolina,Elm City,3500 block of London Church Rd,2,2
2104181,"August 30, 2021",Illinois,Normal,2000 block of Lambert Dr,3,3
2103256,"August 29, 2021",Tennessee,Nashville,2621 Jefferson St,0,5
2102991,"August 29, 2021",Nevada,Las Vegas,1750 S Rainbow Blvd,1,3
2103311,"August 29, 2021",Wisconsin,Milwaukee,N 41st St and W Lloyd St,0,4
2103132,"August 28, 2021",New York,Albany,Sherman St and Henry Johnson Blvd,0,5
2103035,"August 28, 2021",California,San Diego,3100 block of Mission Blvd,0,4
2102694,"August 28, 2021",Illinois,Chicago,2800 block of W 12th Pl,0,4
